ticker,date,expected_candles,observed_candles,candle_coverage,valid_intraday_returns,stale_price_share,positive_volume_share,all_prices_positive,configured_market_close,effective_market_close
BHIA3.SA,2026-03-20,83,82,0.9879518072289156,82,0.4878048780487805,0.9878048780487805,True,17:55,16:50
BHIA3.SA,2026-03-23,83,82,0.9879518072289156,81,0.345679012345679,0.9878048780487805,True,17:55,16:50
BHIA3.SA,2026-03-24,83,83,1.0,82,0.5,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-03-25,83,82,0.9879518072289156,81,0.4444444444444444,1.0,True,17:55,16:50
BHIA3.SA,2026-03-26,83,83,1.0,82,0.45121951219512196,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-03-27,83,83,1.0,82,0.3170731707317073,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-03-30,83,82,0.9879518072289156,81,0.2839506172839506,1.0,True,17:55,16:50
BHIA3.SA,2026-03-31,83,82,0.9879518072289156,81,0.4074074074074074,1.0,True,17:55,16:50
BHIA3.SA,2026-04-01,83,83,1.0,82,0.4878048780487805,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-02,83,79,0.9518072289156626,81,0.5802469135802469,0.9746835443037974,True,17:55,16:50
BHIA3.SA,2026-04-06,83,83,1.0,82,0.5609756097560976,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-07,83,83,1.0,82,0.5365853658536586,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-08,83,81,0.9759036144578314,80,0.5875,0.9876543209876543,True,17:55,16:50
BHIA3.SA,2026-04-09,83,83,1.0,82,0.7195121951219512,0.9518072289156626,True,17:55,16:50
BHIA3.SA,2026-04-10,83,83,1.0,82,0.7073170731707317,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-13,83,83,1.0,82,0.6341463414634146,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-14,83,83,1.0,82,0.4634146341463415,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-15,83,83,1.0,82,0.5121951219512195,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-16,83,83,1.0,82,0.32926829268292684,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-17,83,83,1.0,82,0.524390243902439,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-20,83,83,1.0,82,0.3780487804878049,0.9518072289156626,True,17:55,16:50
BHIA3.SA,2026-04-22,83,83,1.0,82,0.45121951219512196,1.0,True,17:55,16:50
BHIA3.SA,2026-04-23,83,83,1.0,82,0.4878048780487805,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-04-24,83,83,1.0,82,0.6951219512195121,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-27,83,83,1.0,82,0.6097560975609756,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-28,83,83,1.0,82,0.5975609756097561,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-29,83,83,1.0,82,0.47560975609756095,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-04-30,83,81,0.9759036144578314,81,0.49382716049382713,0.9753086419753086,True,17:55,16:50
BHIA3.SA,2026-05-04,83,83,1.0,82,0.3902439024390244,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-05,83,83,1.0,82,0.524390243902439,1.0,True,17:55,16:50
BHIA3.SA,2026-05-06,83,83,1.0,82,0.6707317073170732,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-07,83,83,1.0,82,0.5,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-08,83,83,1.0,82,0.5853658536585366,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-11,83,82,0.9879518072289156,82,0.5365853658536586,0.9512195121951219,True,17:55,16:50
BHIA3.SA,2026-05-12,83,80,0.963855421686747,82,0.5609756097560976,0.925,True,17:55,16:50
BHIA3.SA,2026-05-13,83,82,0.9879518072289156,82,0.5,0.9146341463414634,True,17:55,16:50
BHIA3.SA,2026-05-14,83,83,1.0,82,0.43902439024390244,0.9879518072289156,True,17:55,16:50
