grupo,tickers,ticker_days,mean_rvol_daily,mean_rvol_annualized,jump_frequency,mean_jump_share
core_liquid,8,480,0.01620323725970493,0.2572184173401304,0.11666666666666667,0.09642059859165844
high_vol_growth_candidate,3,180,0.031111199459532567,0.4938749805531023,0.28888888888888886,0.1754531679665439
