ticker,date,n_intraday_returns,rv,rvol_daily,rvol_annualized,bv,tq,jv,jump_share,jump_z,jump_critical_value,jump_day,jump_test_status
ABEV3.SA,2026-04-06,82,0.00010334403962556851,0.01016582705074056,0.1613775014853163,0.00010289563358301756,1.365140125470769e-08,4.4840604255094783e-07,0.004338963758099572,0.04433991531722273,2.3263478740408408,False,ok
ABEV3.SA,2026-04-07,82,0.00019179157400079069,0.013848883492931504,0.21984420994922574,0.00019468249869420033,5.375270029766778e-08,0.0,0.0,-0.1468704856715382,2.3263478740408408,False,ok
ABEV3.SA,2026-04-08,81,0.0003468563837957886,0.018624080750356205,0.29564811637576643,0.00018152333490706546,7.963627185949483e-08,0.00016533304888872313,0.47666139824043957,3.5360880807434896,2.3263478740408408,True,ok
ABEV3.SA,2026-04-09,81,0.00019831276608141127,0.014082356552843393,0.22355047987538662,0.00019207702340107648,4.40486838813318e-08,6.23574268033479e-06,0.03144398015090413,0.33188112396762603,2.3263478740408408,False,ok
ABEV3.SA,2026-04-10,82,0.00017764690233461312,0.013328424600627529,0.21158218116921496,0.00014563276553519302,4.100611276539039e-08,3.2014136799420094e-05,0.18021218708963882,1.5039017349002552,2.3263478740408408,False,ok
ABEV3.SA,2026-04-13,81,8.341500712999774e-05,0.009133181654275674,0.1449847640159456,7.31117223011408e-05,5.516344688789718e-09,1.0303284828856938e-05,0.12351835938585765,1.4022612146522273,2.3263478740408408,False,ok
ABEV3.SA,2026-04-14,81,9.522666415788921e-05,0.009758415043329999,0.1549100363688166,8.518805691210621e-05,1.092311259204064e-08,1.0038607245782996e-05,0.10541802902114293,0.9909608327878807,2.3263478740408408,False,ok
ABEV3.SA,2026-04-15,81,9.517849672543509e-05,0.009755946736500517,0.15487085321263536,8.348758680713092e-05,2.8280531798088574e-08,1.1690909918304175e-05,0.12283142012664239,0.7032725807039382,2.3263478740408408,False,ok
ABEV3.SA,2026-04-16,81,0.0002464519916672003,0.01569878949687524,0.24921055736090814,0.00021026966176976696,7.465533252206452e-08,3.6182329897433346e-05,0.14681289306151207,1.3030062119076775,2.3263478740408408,False,ok
ABEV3.SA,2026-04-17,82,0.0002465944697395908,0.01570332670931834,0.24928258337552764,0.00023654499896831358,1.1606610242889341e-07,1.0049470771277225e-05,0.04075302573447688,0.328338217400896,2.3263478740408408,False,ok
ABEV3.SA,2026-04-20,82,0.00013755275351140267,0.01172828860113029,0.18618080965790612,0.0001220181219418847,1.8549017581584966e-08,1.5534631569517974e-05,0.11293580952001955,1.1740755824794111,2.3263478740408408,False,ok
ABEV3.SA,2026-04-22,82,7.483940865295384e-05,0.00865097732357182,0.1373300075749811,6.0916876720479944e-05,6.145700516975048e-09,1.3922531932473892e-05,0.18603209436134932,1.6774141968594332,2.3263478740408408,False,ok
ABEV3.SA,2026-04-23,82,0.00012895746090053127,0.011355943857757103,0.18027002010022042,0.00011329575860893301,1.3933590568183511e-08,1.566170229159826e-05,0.1214485938404029,1.3526178898270358,2.3263478740408408,False,ok
ABEV3.SA,2026-04-24,82,0.00017066150287179752,0.01306374765799606,0.2073805649613603,0.0001791541843138387,5.6488447414692603e-08,0.0,0.0,-0.43526817268958873,2.3263478740408408,False,ok
ABEV3.SA,2026-04-27,81,0.00011315492720426039,0.010637430479409038,0.16886397382352938,0.00012339805698821567,1.9583399126972723e-08,0.0,0.0,-0.9205758547887113,2.3263478740408408,False,ok
ABEV3.SA,2026-04-28,82,0.00012019787457678431,0.010963479127393106,0.17403983565077752,0.00011503244958667459,1.6100640142779693e-08,5.165424990109723e-06,0.04297434549734877,0.4520730050426279,2.3263478740408408,False,ok
ABEV3.SA,2026-04-29,81,0.00011407852783989701,0.010680755021996198,0.16955172961563691,0.00010224108487646856,1.128815861059717e-08,1.1837442963428445e-05,0.10376574091174853,1.1516061599135394,2.3263478740408408,False,ok
ABEV3.SA,2026-04-30,82,9.430541601168837e-05,0.009711097569877895,0.15415889476428363,7.490191790212267e-05,7.175623844938622e-09,1.9403498109565697e-05,0.20575168352113304,2.111091273065511,2.3263478740408408,False,ok
ABEV3.SA,2026-05-04,81,0.00010292438685446931,0.010145165688862322,0.16104951253364994,9.726524195104206e-05,9.946446528240036e-09,5.659144903427251e-06,0.054983518254318485,0.6184325096267139,2.3263478740408408,False,ok
ABEV3.SA,2026-05-05,81,0.001281765277991999,0.03580174964987045,0.568335156447306,0.0007274788201954616,4.5393333111767877e-07,0.0005542864577965374,0.432439907144994,4.987258230282089,2.3263478740408408,True,ok
ABEV3.SA,2026-05-06,82,0.0002752522240004668,0.01659072704857948,0.26336962704176353,0.0002948608960493248,1.2386094220670135e-07,0.0,0.0,-0.6925766489866654,2.3263478740408408,False,ok
ABEV3.SA,2026-05-07,82,0.0002582520647263508,0.016070222920866743,0.25510688017190053,0.0002636605338106784,1.773005480330078e-07,0.0,0.0,-0.15216723324981524,2.3263478740408408,False,ok
ABEV3.SA,2026-05-08,82,0.0003174912012304977,0.017818282780068837,0.2828564701577205,0.00028248265539591844,1.3282122871047602e-07,3.500854583457925e-05,0.11026619225634271,0.9917470674471034,2.3263478740408408,False,ok
ABEV3.SA,2026-05-11,82,0.0001654372923174605,0.01286224289606834,0.20418177603302418,0.00016298190677180844,8.057580129388304e-08,2.4553855456520474e-06,0.014841789969219065,0.0988835082944929,2.3263478740408408,False,ok
ABEV3.SA,2026-05-12,82,0.0001135930827055127,0.01065800556884414,0.16919059324261854,0.00011928288092288221,3.401518514109091e-08,0.0,0.0,-0.37591286272924984,2.3263478740408408,False,ok
ABEV3.SA,2026-05-13,82,0.0002470955693830764,0.015719273818566696,0.24953573588673678,0.0002972026145613705,1.6375095478509084e-07,0.0,0.0,-1.7282041636146053,2.3263478740408408,False,ok
ABEV3.SA,2026-05-14,82,0.00010826429511531129,0.010405012980064528,0.16517446040189884,9.284703285413407e-05,9.65234809964591e-09,1.5417262261177217e-05,0.14240394069675913,1.5616153025764195,2.3263478740408408,False,ok
ABEV3.SA,2026-05-15,82,0.00024516907837887777,0.015657875921684838,0.24856107448970605,0.0001664899272176373,4.365401438024601e-08,7.867915116124046e-05,0.32091792195609514,2.967360752554993,2.3263478740408408,True,ok
ABEV3.SA,2026-05-18,82,0.00023531193490152467,0.015339880537394178,0.24351305426030906,0.00018368748344489323,1.1628724087031314e-07,5.162445145663144e-05,0.2193873059529925,1.3712780783432712,2.3263478740408408,False,ok
ABEV3.SA,2026-05-19,82,0.00014691908236107683,0.012121018206449358,0.19241519886690697,0.00013818936354160693,3.157994742606489e-08,8.729718819469893e-06,0.05941854985191938,0.5361563706387676,2.3263478740408408,False,ok
ABEV3.SA,2026-05-20,81,0.00014127177454326839,0.011885780350623529,0.1886809136741277,0.00015552603232951324,5.127382314102374e-08,0.0,0.0,-0.7992461275090503,2.3263478740408408,False,ok
ABEV3.SA,2026-05-21,82,0.00015000193301275305,0.012247527628576841,0.19442347368364185,0.00012503821326947785,1.6072587601840416e-08,2.4963719743275204e-05,0.1664226536410888,1.9046395933271283,2.3263478740408408,False,ok
ABEV3.SA,2026-05-22,82,0.0001648118853110781,0.012837908136105278,0.20379547369456388,0.00015580280268659124,2.35778753081958e-08,9.00908262448685e-06,0.05466282123696628,0.6342968426542479,2.3263478740408408,False,ok
ABEV3.SA,2026-05-25,82,8.949125734518652e-05,0.009459981889263135,0.15017255691699133,5.9116080187585455e-05,3.34842192238467e-09,3.037517715760106e-05,0.33942060999811013,3.938571343039019,2.3263478740408408,True,ok
ABEV3.SA,2026-05-26,81,0.0002503346425889184,0.015821967089743247,0.251165941027854,0.0002629090229658771,1.324476355622279e-07,0.0,0.0,-0.41849003071294244,2.3263478740408408,False,ok
ABEV3.SA,2026-05-27,82,0.0002892686607703668,0.017007899951797894,0.26999204157554796,0.00023586310282573483,1.4678665258603778e-07,5.340555794463195e-05,0.18462268882638294,1.3188709513806807,2.3263478740408408,False,ok
ABEV3.SA,2026-05-28,82,9.971916673305081e-05,0.009985948464369862,0.15852201745098,0.00010481997375325965,1.750378646073269e-08,0.0,0.0,-0.4702608263761627,2.3263478740408408,False,ok
ABEV3.SA,2026-05-29,82,0.00021860274710813876,0.014785220563391632,0.2347081001398353,0.0001765586495768072,3.309736835435918e-08,4.204409753133157e-05,0.1923310575348494,2.1659189116127298,2.3263478740408408,False,ok
ABEV3.SA,2026-06-01,81,0.00019453575047982633,0.013947607338888859,0.22141140241847582,0.00017689907726095767,5.9507796182105434e-08,1.7636673218868665e-05,0.09066031912061127,0.7582142944536553,2.3263478740408408,False,ok
ABEV3.SA,2026-06-02,82,9.199502677296571e-05,0.009591403795741565,0.15225881500519883,9.444622554415799e-05,1.2279555551628245e-08,0.0,0.0,-0.2635165945806014,2.3263478740408408,False,ok
ABEV3.SA,2026-06-03,82,0.0001632061995763487,0.012775218181164213,0.20280030151170847,0.0001595625400153722,3.3248416799420174e-08,3.6436595609764784e-06,0.022325497257057052,0.22669769467126116,2.3263478740408408,False,ok
ABEV3.SA,2026-06-05,81,0.0002373089754609811,0.015404836106268093,0.2445441919493637,0.0002562033531248369,1.9184814163947173e-07,0.0,0.0,-0.5371066491901898,2.3263478740408408,False,ok
ABEV3.SA,2026-06-08,82,0.00016035814594423634,0.012663259688730874,0.20102301554286653,9.87599093334294e-05,2.612751806825923e-08,6.159823661080693e-05,0.3841291394839859,2.723387028500782,2.3263478740408408,True,ok
ABEV3.SA,2026-06-09,82,0.0001867354893127614,0.01366511944012058,0.2169270460473195,0.0001428606847831899,2.6087273701578032e-08,4.38748045295715e-05,0.2349569687639077,2.4114997309627095,2.3263478740408408,True,ok
ABEV3.SA,2026-06-10,82,0.00011337436608242806,0.010647739951859646,0.1690276316250449,8.530108814787892e-05,5.655060557058398e-09,2.807327793454914e-05,0.24761574335188483,2.8732853637157394,2.3263478740408408,True,ok
ABEV3.SA,2026-06-11,82,0.00023384396713125314,0.015291957596437845,0.24275230115711735,0.0002606969840658888,9.048481095611662e-08,0.0,0.0,-1.1548234333330105,2.3263478740408408,False,ok
ABEV3.SA,2026-06-12,82,0.00013832407612774744,0.0117611256318325,0.18670208136009722,0.00015731746785257802,8.660281544214726e-08,0.0,0.0,-0.8517579505586881,2.3263478740408408,False,ok
B3SA3.SA,2026-03-17,81,0.0005642009198392943,0.023752913923123082,0.37706581892224356,0.00044950495178455014,3.071135454732426e-07,0.00011469596805474417,0.20328922556066356,1.9016712735348629,2.3263478740408408,False,ok
B3SA3.SA,2026-03-18,81,0.0005365039160424156,0.0231625541778625,0.3676941485021059,0.0005337139790537726,2.6502870144487275e-07,2.7899369886429277e-06,0.0052002173800020455,0.05997325061624205,2.3263478740408408,False,ok
B3SA3.SA,2026-03-19,81,0.0008322665316527084,0.028849029995005177,0.4579641535933599,0.0008888437993666982,1.0164378829037184e-06,0.0,0.0,-0.691195107906639,2.3263478740408408,False,ok
B3SA3.SA,2026-03-20,81,0.000596295207255845,0.024419156563154368,0.38764209295234303,0.0005329979974711415,3.283705331846711e-07,6.329720978470353e-05,0.10615079412762306,1.138682971658942,2.3263478740408408,False,ok
B3SA3.SA,2026-03-23,81,0.0007502318590682526,0.02739036069620575,0.4348084963351103,0.0006232814594247831,3.217722945670356e-07,0.0001269503996434695,0.1692148875164206,1.9515274296124732,2.3263478740408408,False,ok
B3SA3.SA,2026-03-24,81,0.0004355571438888013,0.02087000584304665,0.33130107192699804,0.00046905103721340874,2.0729929873221118e-07,0.0,0.0,-0.8868630924794201,2.3263478740408408,False,ok
B3SA3.SA,2026-03-25,81,0.0005128398278825859,0.022645967143899725,0.35949358356779004,0.0005457850501946855,3.309868158168843e-07,0.0,0.0,-0.7028506893684867,2.3263478740408408,False,ok
B3SA3.SA,2026-03-26,81,0.0005854703596015644,0.024196494779235366,0.384107446711977,0.0003756534375713765,1.5189246977759552e-07,0.00020981692203018792,0.3583732610699141,3.9837395237611894,2.3263478740408408,True,ok
B3SA3.SA,2026-03-27,81,0.0005072566865426612,0.022522359701919806,0.3575313762577358,0.00047579414462042493,3.548697401642915e-07,3.146254192223631e-05,0.062024893425609386,0.5713296010701335,2.3263478740408408,False,ok
B3SA3.SA,2026-03-30,82,0.0006731191879754641,0.025944540619858045,0.41185681415974773,0.0005585852801619102,5.135192986678769e-07,0.00011453390781355393,0.17015397846262081,1.5390535014127926,2.3263478740408408,False,ok
B3SA3.SA,2026-03-31,81,0.0007977827487398842,0.028245048216278268,0.44837624009580485,0.0007860519849826275,5.320078757789299e-07,1.173076375725671e-05,0.014704208352193267,0.16958121327981476,2.3263478740408408,False,ok
B3SA3.SA,2026-04-01,81,0.0004481294620455318,0.021169068520970207,0.3360485447602385,0.0004627997906341725,1.8317057882621115e-07,0.0,0.0,-0.3775482262963866,2.3263478740408408,False,ok
B3SA3.SA,2026-04-02,81,0.000676246009374792,0.026004730519172698,0.41281229918989526,0.0007642597058358681,1.4007880310115308e-06,0.0,0.0,-0.969251290368594,2.3263478740408408,False,ok
B3SA3.SA,2026-04-06,81,0.0002856563846753296,0.016901372271958558,0.26830096708395046,0.00028429385131673843,9.264453078358602e-08,1.3625333585911572e-06,0.004769833379148101,0.05138032802443584,2.3263478740408408,False,ok
B3SA3.SA,2026-04-07,82,0.00030886534372170037,0.017574565249863235,0.2789875743072951,0.00025537450507880175,7.786771005964854e-08,5.349083864289862e-05,0.17318498086692413,1.839117891699683,2.3263478740408408,False,ok
B3SA3.SA,2026-04-08,81,0.0005360417175579672,0.023152574750078384,0.36753572999724493,0.0004507218072202619,4.903881836534772e-07,8.531991033770527e-05,0.15916654906337366,1.1814802415881285,2.3263478740408408,False,ok
B3SA3.SA,2026-04-09,82,0.00040076135275996097,0.020019024770451754,0.31779216619594347,0.00036936795449939305,1.3640273675195517e-07,3.139339826056792e-05,0.07833439538111159,0.9089772268809841,2.3263478740408408,False,ok
B3SA3.SA,2026-04-10,81,0.00031368382920251946,0.017711121624632346,0.2811553395527727,0.0003233805244170969,1.135335828761966e-07,0.0,0.0,-0.3421522449121297,2.3263478740408408,False,ok
B3SA3.SA,2026-04-13,81,0.0004831748991347524,0.021981239708777855,0.3489413626699443,0.0004353153540709251,4.724837030138591e-07,4.7859545063827274e-05,0.09905221721892418,0.7234538971629101,2.3263478740408408,False,ok
B3SA3.SA,2026-04-14,81,0.0003930547113413027,0.019825607464622683,0.3147217616530644,0.0003718265709495692,1.9072371382623442e-07,2.1228140391733484e-05,0.054008105689134896,0.5303140205088342,2.3263478740408408,False,ok
B3SA3.SA,2026-04-15,81,0.00020045782622403078,0.014158312972385897,0.22475625065491672,0.00022117955430502943,7.37452276669567e-08,0.0,0.0,-0.9709951538498653,2.3263478740408408,False,ok
B3SA3.SA,2026-04-16,82,0.00045339709420803755,0.021293123167070573,0.33801785121562067,0.0005072013086182609,9.793182529751734e-07,0.0,0.0,-0.7057591381619936,2.3263478740408408,False,ok
B3SA3.SA,2026-04-17,80,0.0002976607070521766,0.01725284634639098,0.27388044504335923,0.0003357154973333276,1.4051907249432735e-07,0.0,0.0,-1.3122910007572228,2.3263478740408408,False,ok
B3SA3.SA,2026-04-20,81,0.00025354002976428496,0.015922940361763744,0.2527688420288383,0.0002271786699567643,4.2583372200259696e-08,2.6361359807520665e-05,0.1039731668093149,1.1991054094005835,2.3263478740408408,False,ok
B3SA3.SA,2026-04-22,82,0.00025366910296620093,0.01592699290406701,0.25283317414351036,0.00027993870590906826,1.450887645630822e-07,0.0,0.0,-0.8831459909356425,2.3263478740408408,False,ok
B3SA3.SA,2026-04-23,81,0.0003743496165656317,0.019348116615464973,0.30714182941198226,0.0004277234434856246,2.600127264720947e-07,0.0,0.0,-1.3792811232708928,2.3263478740408408,False,ok
B3SA3.SA,2026-04-24,81,0.00023656870706325348,0.015380790196321301,0.24416247496275892,0.00022202101854482077,7.37031367407933e-08,1.4547688518432706e-05,0.06149455986392554,0.5799945233588887,2.3263478740408408,False,ok
B3SA3.SA,2026-04-27,81,0.0001625161176610848,0.012748180954986667,0.20237109885206772,0.0001600222468512023,6.446097162093729e-08,2.4938708098824866e-06,0.015345375251230574,0.1115438277217281,2.3263478740408408,False,ok
B3SA3.SA,2026-04-28,81,0.0004236950042451062,0.020583852998044515,0.3267585363380225,0.00026404025594513455,1.160875714813547e-07,0.00015965474829997164,0.3768152720715392,3.3677656927800643,2.3263478740408408,True,ok
B3SA3.SA,2026-04-29,81,0.0004146941562490135,0.02036404076427401,0.32326912530390434,0.0003834811877833068,3.650284401817391e-07,3.1212968465706744e-05,0.07526744227127265,0.5509649362769364,2.3263478740408408,False,ok
B3SA3.SA,2026-04-30,82,0.00027952805239221597,0.016719092451213252,0.26540736463564535,0.00030909446068063827,2.233125219446573e-07,0.0,0.0,-0.8028018457039096,2.3263478740408408,False,ok
B3SA3.SA,2026-05-04,81,0.0003337969247405279,0.01827011014582364,0.29002900722964425,0.0003592702530787233,1.1641143217503835e-07,0.0,0.0,-0.880115060176424,2.3263478740408408,False,ok
B3SA3.SA,2026-05-05,81,0.00025148236427968956,0.01585819549254232,0.25174104909307454,0.00023720363255011153,7.206532544416988e-08,1.4278731729578027e-05,0.056778262644682866,0.5785972286656066,2.3263478740408408,False,ok
B3SA3.SA,2026-05-06,81,0.0003481872700603213,0.018659776795565408,0.2962147735262388,0.00033360823444860305,1.6911807327224845e-07,1.4579035611718243e-05,0.04187124821993784,0.39173623842881,2.3263478740408408,False,ok
B3SA3.SA,2026-05-07,82,0.00038732192114177466,0.01968049595771851,0.31241818789521075,0.0002831446968334648,1.198622544284593e-07,0.00010417722430830988,0.2689680563424063,2.55251570355817,2.3263478740408408,True,ok
B3SA3.SA,2026-05-08,81,0.00033111910028576645,0.018196678276151568,0.2888633124368914,0.000309585461097419,1.1247916824042595e-07,2.1533639188347446e-05,0.06503291163138346,0.6923310311327618,2.3263478740408408,False,ok
B3SA3.SA,2026-05-11,81,0.00038473990743747145,0.0196147879783971,0.3113751060605886,0.00032234377537013783,1.9530607536757185e-07,6.239613206733362e-05,0.16217743691554623,1.3642310641378033,2.3263478740408408,False,ok
B3SA3.SA,2026-05-12,82,0.00022177760588731305,0.014892199497969164,0.23640633807832412,0.0001861290892577346,3.701144454236174e-08,3.564851662957844e-05,0.1607399290246272,1.8045566225094463,2.3263478740408408,False,ok
B3SA3.SA,2026-05-13,81,0.0008628785799859013,0.029374794977767953,0.46631041394809863,0.0006589983775494636,5.773661479399377e-07,0.00020388020243643766,0.2362791326211492,2.3633070207641174,2.3263478740408408,True,ok
B3SA3.SA,2026-05-14,81,0.000421724307727842,0.02053592724295258,0.325997738561813,0.0003422710495420622,2.1575809062900746e-07,7.945325818577983e-05,0.18840094519060696,1.6010532962808433,2.3263478740408408,False,ok
B3SA3.SA,2026-05-15,81,0.0003907892168505984,0.019768389333746906,0.3138134519843769,0.0003603840477058919,1.4723974363205358e-07,3.0405169144706492e-05,0.07780452436672687,0.8427407122921888,2.3263478740408408,False,ok
B3SA3.SA,2026-05-18,82,0.00040972668179228264,0.020241706494075112,0.3213271289693032,0.0004128436268127036,2.7029597997942044e-07,0.0,0.0,-0.07009728442382213,2.3263478740408408,False,ok
B3SA3.SA,2026-05-19,81,0.0006840026704462341,0.026153444714726092,0.41517306385705105,0.0008252774883703576,1.2524891206074012e-06,0.0,0.0,-1.756532003444208,2.3263478740408408,False,ok
B3SA3.SA,2026-05-20,82,0.0005467603325428921,0.023382906845447853,0.3711921386570691,0.0005136241295427404,3.710234388619088e-07,3.3136203000151644e-05,0.06060462149117628,0.5929949505057337,2.3263478740408408,False,ok
B3SA3.SA,2026-05-21,81,0.0006402674341579596,0.025303506360936614,0.4016807107738755,0.0006253111608071311,5.086952958795688e-07,1.4956273350828515e-05,0.023359416007934383,0.23619211266661702,2.3263478740408408,False,ok
B3SA3.SA,2026-05-22,82,0.0003866176483375642,0.019662595157749756,0.3121340215052922,0.00041355247437684274,3.0685257281376693e-07,0.0,0.0,-0.603529838283815,2.3263478740408408,False,ok
B3SA3.SA,2026-05-25,80,0.00014964950657724455,0.012233131511483253,0.19419494240959423,0.00013200712222827572,1.777866201340843e-08,1.7642384348968835e-05,0.11789136330938967,1.3377297666091246,2.3263478740408408,False,ok
B3SA3.SA,2026-05-26,82,0.0002674994995011818,0.01635541193309364,0.25963411538990366,0.00024061811702298262,9.934460193854672e-08,2.6881382478199207e-05,0.10049133747287795,0.8901953479004279,2.3263478740408408,False,ok
B3SA3.SA,2026-05-27,82,0.000330039010932127,0.01816697583342167,0.2883918007761247,0.0002584578244350349,6.801395608163565e-08,7.158118649709211e-05,0.2168870470643026,2.4941627504768027,2.3263478740408408,True,ok
B3SA3.SA,2026-05-28,81,0.0004696619353233558,0.021671685105763137,0.34402733568931065,0.00036328556976181344,2.9555569327488927e-07,0.00010637636556154234,0.22649560792765477,1.7455181047350008,2.3263478740408408,False,ok
B3SA3.SA,2026-05-29,82,0.0003683919441208727,0.01919353912442603,0.30468798781451806,0.0003640416618138837,2.011045120296922e-07,4.350282306989008e-06,0.011808842121590045,0.11123667640017411,2.3263478740408408,False,ok
B3SA3.SA,2026-06-01,81,0.0002640700635099029,0.016250232721715184,0.25796444717149597,0.0002375196611097216,8.765945382391915e-08,2.6550402400181286e-05,0.10054302273906039,0.9302254406236288,2.3263478740408408,False,ok
B3SA3.SA,2026-06-02,82,0.0002408415231234719,0.01551906966037178,0.2463575934025881,0.00020256713490344092,5.922385626012132e-08,3.827438822003097e-05,0.1589193911566856,1.5349634685562596,2.3263478740408408,False,ok
B3SA3.SA,2026-06-03,81,0.0004824937982284849,0.02196574146776031,0.34869533572099615,0.0004118134743269861,1.7638556371818722e-07,7.068032390149882e-05,0.14648960082182894,1.6565781147941208,2.3263478740408408,False,ok
B3SA3.SA,2026-06-05,81,0.00034309439826116494,0.018522807515632313,0.2940404536144875,0.0003406777407554059,1.7476882083997698e-07,2.416657505759025e-06,0.007043710180075441,0.06619868293630993,2.3263478740408408,False,ok
B3SA3.SA,2026-06-08,82,0.0003821597997698535,0.019548907891998812,0.3103292921108207,0.0003973546456620497,2.4333265700173197e-07,0.0,0.0,-0.37164637564783226,2.3263478740408408,False,ok
B3SA3.SA,2026-06-09,81,0.0007009821115756444,0.026476066769360672,0.4202945302012178,0.0006931875426455018,7.874081687578545e-07,7.794568930142567e-06,0.011119497632574664,0.10017792881309524,2.3263478740408408,False,ok
B3SA3.SA,2026-06-10,81,0.00033935115164477323,0.018421486141046634,0.2924320266565939,0.00032812485200782156,1.53916740934557e-07,1.1226299636951675e-05,0.03308166064131459,0.31909469785690675,2.3263478740408408,False,ok
B3SA3.SA,2026-06-11,81,0.00038709795291715906,0.019674805028694925,0.31232784719765877,0.00040828935706150124,2.611234439272764e-07,0.0,0.0,-0.504452265096968,2.3263478740408408,False,ok
B3SA3.SA,2026-06-12,81,0.00048731323052210923,0.022075172264834294,0.3504324957699721,0.0005248964945458983,2.9160986928590687e-07,0.0,0.0,-0.8645596166325185,2.3263478740408408,False,ok
BBDC4.SA,2026-03-17,82,0.00023934364829757392,0.015470735221623242,0.245590307974457,0.00023694915605533426,7.125566630294886e-08,2.394492242239663e-06,0.010004411060295242,0.10304750906521516,2.3263478740408408,False,ok
BBDC4.SA,2026-03-18,81,0.00019220849591700538,0.013863927867563556,0.22008303199266716,0.00017952347493569386,3.930551471627343e-08,1.2685020981311514e-05,0.0659961513188722,0.6892062418955293,2.3263478740408408,False,ok
BBDC4.SA,2026-03-19,80,0.0003482314577180481,0.01866096079300442,0.29623356890289815,0.0003590523400919273,1.8132912156866368e-07,0.0,0.0,-0.300301313914883,2.3263478740408408,False,ok
BBDC4.SA,2026-03-20,81,0.0002465042763496484,0.01570045465423369,0.24923699091449367,0.00025743561177067376,6.210985696316695e-08,0.0,0.0,-0.5114284140970966,2.3263478740408408,False,ok
BBDC4.SA,2026-03-23,81,0.0004565886361923102,0.02136793476666171,0.33920544854182716,0.00045054251798909813,3.4265704802740703e-07,6.0461182032120865e-06,0.01324193754280281,0.11754213443529608,2.3263478740408408,False,ok
BBDC4.SA,2026-03-24,82,0.0002880685197506242,0.01697258141092934,0.2694313771207008,0.0003017959987974941,1.0851652137409806e-07,0.0,0.0,-0.5065951660311823,2.3263478740408408,False,ok
BBDC4.SA,2026-03-25,81,0.00021374129347817735,0.014619893757417573,0.23208361845787542,0.0001760236459792139,2.254297743124582e-08,3.7717647498963455e-05,0.17646401818380672,2.035130459735199,2.3263478740408408,False,ok
BBDC4.SA,2026-03-26,82,0.00014035138439613974,0.011846998961599504,0.18806527820899638,0.00011648529009396878,3.203040410267107e-08,2.3866094302170963e-05,0.17004530738941098,1.2842661482994502,2.3263478740408408,False,ok
BBDC4.SA,2026-03-27,82,0.00015745794579787332,0.01254822480663593,0.1991968934021414,0.0001553020019105383,3.09737164483904e-08,2.155943887335014e-06,0.01369218858032462,0.1402018595547237,2.3263478740408408,False,ok
